Date;Frequency;Geo;Measure;Value;Vehicle
1993;Annual;Poland;Percentage;23.2;Motor coaches, buses and trolley buses
2002;Annual;Poland;Percentage;21.7;Motor coaches, buses and trolley buses
2006;Annual;Poland;Percentage;17.0;Motor coaches, buses and trolley buses
2011;Annual;Poland;Percentage;15.7;Motor coaches, buses and trolley buses
2014;Annual;Poland;Percentage;15.5;Motor coaches, buses and trolley buses
1993;Annual;Portugal;Percentage;8.5;Trains
1996;Annual;Portugal;Percentage;6.3;Trains
2000;Annual;Portugal;Percentage;4.6;Trains
2003;Annual;Portugal;Percentage;3.9;Trains
2011;Annual;Portugal;Percentage;4.5;Trains
1997;Annual;Portugal;Percentage;80.0;Passenger cars
2006;Annual;Portugal;Percentage;89.6;Passenger cars
2008;Annual;Portugal;Percentage;89.2;Passenger cars
2009;Annual;Portugal;Percentage;89.4;Passenger cars
2014;Annual;Portugal;Percentage;89.8;Passenger cars
1992;Annual;Portugal;Percentage;22.7;Motor coaches, buses and trolley buses
1998;Annual;Portugal;Percentage;14.3;Motor coaches, buses and trolley buses
2007;Annual;Portugal;Percentage;6.5;Motor coaches, buses and trolley buses
2013;Annual;Portugal;Percentage;6.6;Motor coaches, buses and trolley buses
1998;Annual;Romania;Percentage;18.9;Trains
2004;Annual;Romania;Percentage;11.4;Trains
2005;Annual;Romania;Percentage;9.9;Trains
2011;Annual;Romania;Percentage;5.3;Trains
2013;Annual;Romania;Percentage;4.3;Trains
1995;Annual;Romania;Percentage;56.2;Passenger cars
2000;Annual;Romania;Percentage;71.5;Passenger cars
2008;Annual;Romania;Percentage;77.2;Passenger cars
2015;Annual;Romania;Percentage;79.9;Passenger cars
2001;Annual;Romania;Percentage;12.4;Motor coaches, buses and trolley buses
2005;Annual;Romania;Percentage;14.6;Motor coaches, buses and trolley buses
2008;Annual;Romania;Percentage;15.2;Motor coaches, buses and trolley buses
2011;Annual;Romania;Percentage;16.2;Motor coaches, buses and trolley buses
2008;Annual;Slovenia;Percentage;2.7;Trains
2011;Annual;Slovenia;Percentage;2.3;Trains
1995;Annual;Slovenia;Percentage;77.6;Passenger cars
1997;Annual;Slovenia;Percentage;79.2;Passenger cars
2000;Annual;Slovenia;Percentage;82.9;Passenger cars
2003;Annual;Slovenia;Percentage;83.5;Passenger cars
2008;Annual;Slovenia;Percentage;86.4;Passenger cars
1992;Annual;Slovenia;Percentage;23.0;Motor coaches, buses and trolley buses
1998;Annual;Slovenia;Percentage;16.5;Motor coaches, buses and trolley buses
2002;Annual;Slovenia;Percentage;13.2;Motor coaches, buses and trolley buses
2008;Annual;Slovenia;Percentage;10.9;Motor coaches, buses and trolley buses
2014;Annual;Slovenia;Percentage;11.6;Motor coaches, buses and trolley buses
2003;Annual;Slovakia;Percentage;6.3;Trains
2006;Annual;Slovakia;Percentage;5.9;Trains
2004;Annual;Slovakia;Percentage;67.8;Passenger cars
2005;Annual;Slovakia;Percentage;69.4;Passenger cars
2010;Annual;Slovakia;Percentage;78.0;Passenger cars
2011;Annual;Slovakia;Percentage;77.3;Passenger cars
2013;Annual;Slovakia;Percentage;77.8;Passenger cars
1994;Annual;Slovakia;Percentage;39.8;Motor coaches, buses and trolley buses
1998;Annual;Slovakia;Percentage;38.7;Motor coaches, buses and trolley buses
2012;Annual;Slovakia;Percentage;15.6;Motor coaches, buses and trolley buses
2016;Annual;Slovakia;Percentage;15.8;Motor coaches, buses and trolley buses
2017;Annual;Slovakia;Percentage;15.7;Motor coaches, buses and trolley buses
1992;Annual;Finland;Percentage;5.0;Trains
2013;Annual;Finland;Percentage;5.3;Trains
1995;Annual;Finland;Percentage;81.7;Passenger cars
1998;Annual;Finland;Percentage;82.7;Passenger cars
1996;Annual;Ireland;Percentage;83.3;Passenger cars
2000;Annual;Ireland;Percentage;80.6;Passenger cars
1995;Annual;Ireland;Percentage;13.6;Motor coaches, buses and trolley buses
2001;Annual;Ireland;Percentage;16.1;Motor coaches, buses and trolley buses
2002;Annual;Ireland;Percentage;15.6;Motor coaches, buses and trolley buses
1990;Annual;Greece;Percentage;3.6;Trains
1996;Annual;Greece;Percentage;67.9;Passenger cars
2003;Annual;Greece;Percentage;76.4;Passenger cars
1996;Annual;Greece;Percentage;29.6;Motor coaches, buses and trolley buses
1996;Annual;Spain;Percentage;4.9;Trains
1994;Annual;Spain;Percentage;81.9;Passenger cars
2000;Annual;Spain;Percentage;81.0;Passenger cars
2007;Annual;Spain;Percentage;81.0;Passenger cars
2013;Annual;Spain;Percentage;80.7;Passenger cars
1990;Annual;Spain;Percentage;14.9;Motor coaches, buses and trolley buses
2000;Annual;France;Percentage;86.1;Passenger cars
2009;Annual;France;Percentage;85.4;Passenger cars
2016;Annual;France;Percentage;83.5;Passenger cars
2009;Annual;France;Percentage;5.2;Motor coaches, buses and trolley buses
2014;Annual;France;Percentage;8.1;Motor coaches, buses and trolley buses
2011;Annual;Croatia;Percentage;4.9;Trains
1995;Annual;Croatia;Percentage;70.7;Passenger cars
2017;Annual;Croatia;Percentage;84.3;Passenger cars
2013;Annual;Croatia;Percentage;11.5;Motor coaches, buses and trolley buses
1998;Annual;Italy;Percentage;5.2;Trains
2005;Annual;Italy;Percentage;6.0;Trains
1999;Annual;Italy;Percentage;83.0;Passenger cars
2012;Annual;Italy;Percentage;78.9;Passenger cars
2015;Annual;Italy;Percentage;81.4;Passenger cars
2003;Annual;Italy;Percentage;11.1;Motor coaches, buses and trolley buses
2005;Annual;Italy;Percentage;12.2;Motor coaches, buses and trolley buses
2005;Annual;Cyprus;Percentage;79.2;Passenger cars
2011;Annual;Cyprus;Percentage;81.7;Passenger cars
2010;Annual;Cyprus;Percentage;18.1;Motor coaches, buses and trolley buses
2012;Annual;Cyprus;Percentage;18.7;Motor coaches, buses and trolley buses
1996;Annual;Latvia;Percentage;10.3;Trains
2009;Annual;Latvia;Percentage;4.7;Trains
2015;Annual;Latvia;Percentage;3.5;Trains
1996;Annual;Latvia;Percentage;71.6;Passenger cars
2003;Annual;Latvia;Percentage;75.7;Passenger cars
2007;Annual;Latvia;Percentage;79.4;Passenger cars
2013;Annual;Latvia;Percentage;77.3;Passenger cars
2000;Annual;Latvia;Percentage;18.4;Motor coaches, buses and trolley buses
2008;Annual;Lithuania;Percentage;0.6;Trains
2013;Annual;Lithuania;Percentage;0.8;Trains
2015;Annual;Lithuania;Percentage;9.9;Motor coaches, buses and trolley buses
1999;Annual;Luxembourg;Percentage;5.3;Trains
2005;Annual;Luxembourg;Percentage;3.6;Trains
2012;Annual;Luxembourg;Percentage;83.0;Passenger cars
2014;Annual;Luxembourg;Percentage;83.6;Passenger cars
1998;Annual;Luxembourg;Percentage;9.7;Motor coaches, buses and trolley buses
2009;Annual;Hungary;Percentage;10.2;Trains
2016;Annual;Hungary;Percentage;9.3;Trains
2000;Annual;Hungary;Percentage;61.9;Passenger cars
2005;Annual;Hungary;Percentage;64.2;Passenger cars
1991;Annual;Hungary;Percentage;23.4;Motor coaches, buses and trolley buses
1997;Annual;Hungary;Percentage;23.3;Motor coaches, buses and trolley buses
1997;Annual;Malta;Percentage;79.8;Passenger cars
2009;Annual;Malta;Percentage;81.9;Passenger cars
1996;Annual;Malta;Percentage;19.6;Motor coaches, buses and trolley buses
2011;Annual;Malta;Percentage;17.6;Motor coaches, buses and trolley buses
2003;Annual;European Union (28 countries);Percentage;6.6;Trains
2006;Annual;European Union (28 countries);Percentage;7.0;Trains
2008;Annual;European Union (28 countries);Percentage;7.4;Trains
2015;Annual;European Union (28 countries);Percentage;82.9;Passenger cars
2011;Annual;European Union (28 countries);Percentage;9.4;Motor coaches, buses and trolley buses
2013;Annual;European Union (28 countries);Percentage;9.8;Motor coaches, buses and trolley buses
2017;Annual;European Union (28 countries);Percentage;8.8;Motor coaches, buses and trolley buses
2002;Annual;European Union (27 countries);Percentage;6.8;Trains
2004;Annual;European Union (27 countries);Percentage;6.8;Trains
2012;Annual;European Union (27 countries);Percentage;7.7;Trains
1991;Annual;Belgium;Percentage;6.1;Trains
1996;Annual;Belgium;Percentage;5.9;Trains
2001;Annual;Belgium;Percentage;6.4;Trains
2003;Annual;Belgium;Percentage;6.5;Trains
2006;Annual;Belgium;Percentage;6.9;Trains
2014;Annual;Belgium;Percentage;8.2;Trains
1991;Annual;Belgium;Percentage;83.3;Passenger cars
1996;Annual;Belgium;Percentage;82.9;Passenger cars
1999;Annual;Belgium;Percentage;83.1;Passenger cars
2000;Annual;Belgium;Percentage;83.0;Passenger cars
2015;Annual;Belgium;Percentage;81.2;Passenger cars
2017;Annual;Bulgaria;Percentage;2.1;Trains
1996;Annual;Bulgaria;Percentage;61.9;Passenger cars
2010;Annual;Bulgaria;Percentage;80.0;Passenger cars
2013;Annual;Bulgaria;Percentage;83.0;Passenger cars
1995;Annual;Czech Republic;Percentage;10.8;Trains
1999;Annual;Czech Republic;Percentage;8.2;Trains
2012;Annual;Czech Republic;Percentage;8.3;Trains
2013;Annual;Czech Republic;Percentage;8.5;Trains
1993;Annual;Czech Republic;Percentage;68.9;Passenger cars
1999;Annual;Czech Republic;Percentage;73.6;Passenger cars
2003;Annual;Czech Republic;Percentage;75.5;Passenger cars
1999;Annual;Denmark;Percentage;8.3;Trains
2006;Annual;Denmark;Percentage;9.7;Trains
2013;Annual;Denmark;Percentage;10.3;Trains
1995;Annual;Denmark;Percentage;79.9;Passenger cars
1999;Annual;Denmark;Percentage;80.1;Passenger cars
2005;Annual;Denmark;Percentage;11.4;Motor coaches, buses and trolley buses
2017;Annual;Denmark;Percentage;10.0;Motor coaches, buses and trolley buses
1990;Annual;Germany (until 1990 former territory of the FRG);Percentage;5.4;Trains
1993;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.3;Trains
2000;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.7;Trains
2005;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.5;Trains
2014;Annual;Germany (until 1990 former territory of the FRG);Percentage;8.5;Trains
2000;Annual;Germany (until 1990 former territory of the FRG);Percentage;85.2;Passenger cars
2011;Annual;Germany (until 1990 former territory of the FRG);Percentage;85.6;Passenger cars
1992;Annual;Germany (until 1990 former territory of the FRG);Percentage;8.3;Motor coaches, buses and trolley buses
1996;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.1;Motor coaches, buses and trolley buses
2001;Annual;European Union (28 countries);Percentage;82.8;Passenger cars
2006;Annual;European Union (28 countries);Percentage;83.4;Passenger cars
2008;Annual;European Union (28 countries);Percentage;82.9;Passenger cars
2013;Annual;European Union (28 countries);Percentage;82.4;Passenger cars
2017;Annual;European Union (28 countries);Percentage;83.3;Passenger cars
2010;Annual;European Union (28 countries);Percentage;9.4;Motor coaches, buses and trolley buses
2011;Annual;European Union (27 countries);Percentage;7.4;Trains
2016;Annual;European Union (27 countries);Percentage;7.7;Trains
2004;Annual;European Union (27 countries);Percentage;83.4;Passenger cars
2011;Annual;European Union (27 countries);Percentage;83.2;Passenger cars
2002;Annual;European Union (27 countries);Percentage;9.9;Motor coaches, buses and trolley buses
2004;Annual;European Union (27 countries);Percentage;9.8;Motor coaches, buses and trolley buses
2005;Annual;European Union (27 countries);Percentage;9.8;Motor coaches, buses and trolley buses
2011;Annual;European Union (27 countries);Percentage;9.4;Motor coaches, buses and trolley buses
2012;Annual;European Union (27 countries);Percentage;9.5;Motor coaches, buses and trolley buses
2013;Annual;European Union (27 countries);Percentage;9.8;Motor coaches, buses and trolley buses
2004;Annual;Belgium;Percentage;7.1;Trains
2004;Annual;Belgium;Percentage;79.6;Passenger cars
2007;Annual;Belgium;Percentage;78.8;Passenger cars
2009;Annual;Belgium;Percentage;79.5;Passenger cars
2010;Annual;Belgium;Percentage;79.7;Passenger cars
1992;Annual;Belgium;Percentage;10.7;Motor coaches, buses and trolley buses
1993;Annual;Belgium;Percentage;10.9;Motor coaches, buses and trolley buses
2002;Annual;Belgium;Percentage;11.7;Motor coaches, buses and trolley buses
2003;Annual;Belgium;Percentage;13.0;Motor coaches, buses and trolley buses
2009;Annual;Belgium;Percentage;13.0;Motor coaches, buses and trolley buses
2014;Annual;Belgium;Percentage;11.4;Motor coaches, buses and trolley buses
2002;Annual;Bulgaria;Percentage;5.4;Trains
2004;Annual;Bulgaria;Percentage;5.1;Trains
2006;Annual;Bulgaria;Percentage;4.7;Trains
2011;Annual;Bulgaria;Percentage;3.5;Trains
1997;Annual;Bulgaria;Percentage;61.0;Passenger cars
1996;Annual;Bulgaria;Percentage;25.3;Motor coaches, buses and trolley buses
1999;Annual;Bulgaria;Percentage;21.9;Motor coaches, buses and trolley buses
2000;Annual;Bulgaria;Percentage;31.4;Motor coaches, buses and trolley buses
2005;Annual;Bulgaria;Percentage;24.3;Motor coaches, buses and trolley buses
2007;Annual;Bulgaria;Percentage;21.8;Motor coaches, buses and trolley buses
2016;Annual;Bulgaria;Percentage;14.1;Motor coaches, buses and trolley buses
2017;Annual;Bulgaria;Percentage;13.1;Motor coaches, buses and trolley buses
1993;Annual;Czech Republic;Percentage;12.0;Trains
1994;Annual;Czech Republic;Percentage;71.3;Passenger cars
1997;Annual;Czech Republic;Percentage;71.7;Passenger cars
2004;Annual;Czech Republic;Percentage;76.6;Passenger cars
2007;Annual;Czech Republic;Percentage;75.7;Passenger cars
2008;Annual;Czech Republic;Percentage;16.9;Motor coaches, buses and trolley buses
2015;Annual;Czech Republic;Percentage;17.3;Motor coaches, buses and trolley buses
2007;Annual;Denmark;Percentage;79.6;Passenger cars
2015;Annual;Denmark;Percentage;80.9;Passenger cars
2017;Annual;Denmark;Percentage;81.5;Passenger cars
1990;Annual;Denmark;Percentage;11.3;Motor coaches, buses and trolley buses
1991;Annual;Denmark;Percentage;11.1;Motor coaches, buses and trolley buses
1992;Annual;Denmark;Percentage;11.1;Motor coaches, buses and trolley buses
1993;Annual;Denmark;Percentage;11.2;Motor coaches, buses and trolley buses
1995;Annual;Denmark;Percentage;12.0;Motor coaches, buses and trolley buses
2003;Annual;Denmark;Percentage;11.6;Motor coaches, buses and trolley buses
2015;Annual;Germany (until 1990 former territory of the FRG);Percentage;8.4;Trains
2013;Annual;Germany (until 1990 former territory of the FRG);Percentage;85.8;Passenger cars
1998;Annual;Germany (until 1990 former territory of the FRG);Percentage;7.0;Motor coaches, buses and trolley buses
1999;Annual;Germany (until 1990 former territory of the FRG);Percentage;6.9;Motor coaches, buses and trolley buses
2005;Annual;Germany (until 1990 former territory of the FRG);Percentage;6.7;Motor coaches, buses and trolley buses
2012;Annual;Germany (until 1990 former territory of the FRG);Percentage;5.7;Motor coaches, buses and trolley buses
2006;Annual;Estonia;Percentage;2.0;Trains
2008;Annual;Estonia;Percentage;2.1;Trains
2011;Annual;Estonia;Percentage;1.9;Trains
2015;Annual;Estonia;Percentage;1.8;Trains
2009;Annual;Estonia;Percentage;81.6;Passenger cars
2012;Annual;Estonia;Percentage;81.4;Passenger cars
2003;Annual;Estonia;Percentage;24.7;Motor coaches, buses and trolley buses
2015;Annual;Estonia;Percentage;20.0;Motor coaches, buses and trolley buses
1992;Annual;Ireland;Percentage;3.5;Trains
2017;Annual;Ireland;Percentage;3.1;Trains
1997;Annual;Ireland;Percentage;83.3;Passenger cars
2002;Annual;Ireland;Percentage;81.0;Passenger cars
2006;Annual;Ireland;Percentage;82.3;Passenger cars
2014;Annual;Ireland;Percentage;14.7;Motor coaches, buses and trolley buses
2003;Annual;Greece;Percentage;1.6;Trains
2006;Annual;Greece;Percentage;1.6;Trains
2013;Annual;Greece;Percentage;0.9;Trains
2002;Annual;Greece;Percentage;75.1;Passenger cars
2011;Annual;Greece;Percentage;81.6;Passenger cars
2014;Annual;Greece;Percentage;81.4;Passenger cars
1997;Annual;Greece;Percentage;28.5;Motor coaches, buses and trolley buses
1999;Annual;Greece;Percentage;26.5;Motor coaches, buses and trolley buses
2002;Annual;Spain;Percentage;5.2;Trains
2007;Annual;Spain;Percentage;5.0;Trains
2002;Annual;Spain;Percentage;82.5;Passenger cars
2014;Annual;Spain;Percentage;82.7;Passenger cars
1995;Annual;Spain;Percentage;13.0;Motor coaches, buses and trolley buses
2001;Annual;Spain;Percentage;13.7;Motor coaches, buses and trolley buses
1993;Annual;France;Percentage;8.0;Trains
1994;Annual;France;Percentage;7.8;Trains
2004;Annual;France;Percentage;8.7;Trains
2008;Annual;France;Percentage;10.1;Trains
2011;Annual;France;Percentage;9.3;Trains
1990;Annual;France;Percentage;84.8;Passenger cars
1993;Annual;France;Percentage;86.2;Passenger cars
1999;Annual;France;Percentage;86.6;Passenger cars
2014;Annual;France;Percentage;81.6;Passenger cars
2002;Annual;France;Percentage;5.0;Motor coaches, buses and trolley buses
2004;Annual;France;Percentage;5.1;Motor coaches, buses and trolley buses
2007;Annual;France;Percentage;5.5;Motor coaches, buses and trolley buses
2013;Annual;France;Percentage;8.1;Motor coaches, buses and trolley buses
1998;Annual;Croatia;Percentage;4.8;Trains
2000;Annual;Croatia;Percentage;5.1;Trains
2000;Annual;Croatia;Percentage;81.4;Passenger cars
2002;Annual;Croatia;Percentage;82.2;Passenger cars
2015;Annual;Croatia;Percentage;85.9;Passenger cars
1995;Annual;Croatia;Percentage;22.9;Motor coaches, buses and trolley buses
1996;Annual;Croatia;Percentage;21.1;Motor coaches, buses and trolley buses
2009;Annual;Croatia;Percentage;10.7;Motor coaches, buses and trolley buses
2012;Annual;Croatia;Percentage;10.7;Motor coaches, buses and trolley buses
2017;Annual;Croatia;Percentage;13.4;Motor coaches, buses and trolley buses
1994;Annual;Italy;Percentage;6.0;Trains
1996;Annual;Italy;Percentage;5.9;Trains
2004;Annual;Italy;Percentage;5.5;Trains
2010;Annual;Italy;Percentage;5.5;Trains
2011;Annual;Italy;Percentage;5.7;Trains
1998;Annual;Italy;Percentage;83.4;Passenger cars
2002;Annual;Italy;Percentage;83.3;Passenger cars
2003;Annual;Italy;Percentage;83.4;Passenger cars
2004;Annual;Italy;Percentage;83.4;Passenger cars
2010;Annual;Italy;Percentage;81.7;Passenger cars
2016;Annual;Italy;Percentage;81.9;Passenger cars
2007;Annual;Italy;Percentage;12.4;Motor coaches, buses and trolley buses
2016;Annual;Italy;Percentage;12.0;Motor coaches, buses and trolley buses
2017;Annual;Italy;Percentage;12.1;Motor coaches, buses and trolley buses
1997;Annual;Cyprus;Percentage;77.4;Passenger cars
2012;Annual;Cyprus;Percentage;81.3;Passenger cars
2014;Annual;Cyprus;Percentage;81.8;Passenger cars
2016;Annual;Cyprus;Percentage;81.4;Passenger cars
1995;Annual;Cyprus;Percentage;22.7;Motor coaches, buses and trolley buses
2000;Annual;Cyprus;Percentage;22.3;Motor coaches, buses and trolley buses
2001;Annual;Cyprus;Percentage;22.5;Motor coaches, buses and trolley buses
2002;Annual;Cyprus;Percentage;22.6;Motor coaches, buses and trolley buses
2009;Annual;Cyprus;Percentage;17.6;Motor coaches, buses and trolley buses
2016;Annual;Cyprus;Percentage;18.6;Motor coaches, buses and trolley buses
1999;Annual;Latvia;Percentage;6.6;Trains
2000;Annual;Latvia;Percentage;4.8;Trains
2010;Annual;Latvia;Percentage;4.7;Trains
1995;Annual;Latvia;Percentage;67.3;Passenger cars
1997;Annual;Latvia;Percentage;72.8;Passenger cars
2002;Annual;Latvia;Percentage;76.6;Passenger cars
2012;Annual;Latvia;Percentage;76.9;Passenger cars
2001;Annual;Latvia;Percentage;15.3;Motor coaches, buses and trolley buses
2002;Annual;Latvia;Percentage;18.6;Motor coaches, buses and trolley buses
2008;Annual;Latvia;Percentage;16.1;Motor coaches, buses and trolley buses
2013;Annual;Latvia;Percentage;18.0;Motor coaches, buses and trolley buses
2001;Annual;Lithuania;Percentage;2.8;Trains
2016;Annual;Lithuania;Percentage;1.0;Trains
2017;Annual;Lithuania;Percentage;0.9;Trains
2002;Annual;Lithuania;Percentage;82.0;Passenger cars
2005;Annual;Lithuania;Percentage;89.8;Passenger cars
2010;Annual;Lithuania;Percentage;91.7;Passenger cars
2013;Annual;Lithuania;Percentage;91.4;Passenger cars
2000;Annual;Lithuania;Percentage;14.6;Motor coaches, buses and trolley buses
2001;Annual;Lithuania;Percentage;14.6;Motor coaches, buses and trolley buses
2008;Annual;Lithuania;Percentage;8.2;Motor coaches, buses and trolley buses
2012;Annual;Lithuania;Percentage;7.3;Motor coaches, buses and trolley buses
2017;Annual;Lithuania;Percentage;8.0;Motor coaches, buses and trolley buses
1992;Annual;Luxembourg;Percentage;5.0;Trains
1994;Annual;Luxembourg;Percentage;5.3;Trains
1998;Annual;Luxembourg;Percentage;5.1;Trains
2001;Annual;Luxembourg;Percentage;5.1;Trains
2002;Annual;Luxembourg;Percentage;3.9;Trains
2007;Annual;Luxembourg;Percentage;4.1;Trains
2009;Annual;Luxembourg;Percentage;4.3;Trains
2013;Annual;Luxembourg;Percentage;4.8;Trains
1994;Annual;Luxembourg;Percentage;84.9;Passenger cars
2003;Annual;Luxembourg;Percentage;85.7;Passenger cars
2016;Annual;Luxembourg;Percentage;83.1;Passenger cars
1991;Annual;Luxembourg;Percentage;10.1;Motor coaches, buses and trolley buses
1999;Annual;Luxembourg;Percentage;9.8;Motor coaches, buses and trolley buses
2000;Annual;Luxembourg;Percentage;9.5;Motor coaches, buses and trolley buses
2001;Annual;Luxembourg;Percentage;9.7;Motor coaches, buses and trolley buses
2004;Annual;Luxembourg;Percentage;10.8;Motor coaches, buses and trolley buses
1992;Annual;Hungary;Percentage;13.2;Trains
1996;Annual;Hungary;Percentage;1.8;Trains
2001;Annual;Hungary;Percentage;13.4;Trains
2003;Annual;Hungary;Percentage;13.4;Trains
2012;Annual;Hungary;Percentage;10.1;Trains
2014;Annual;Hungary;Percentage;9.9;Trains
1994;Annual;Hungary;Percentage;64.3;Passenger cars
2006;Annual;Hungary;Percentage;65.6;Passenger cars
2014;Annual;Hungary;Percentage;67.5;Passenger cars
2004;Annual;Hungary;Percentage;23.4;Motor coaches, buses and trolley buses
1999;Annual;Malta;Percentage;79.6;Passenger cars
2002;Annual;Malta;Percentage;79.4;Passenger cars
2011;Annual;Malta;Percentage;82.4;Passenger cars
2005;Annual;Netherlands;Percentage;87.3;Passenger cars
2001;Annual;Netherlands;Percentage;4.6;Motor coaches, buses and trolley buses
1994;Annual;Austria;Percentage;11.6;Trains
2000;Annual;Austria;Percentage;9.8;Trains
2005;Annual;Austria;Percentage;9.8;Trains
2015;Annual;Austria;Percentage;12.0;Trains
2003;Annual;Austria;Percentage;79.5;Passenger cars
2006;Annual;Austria;Percentage;79.6;Passenger cars
1991;Annual;Austria;Percentage;10.6;Motor coaches, buses and trolley buses
1993;Annual;Austria;Percentage;10.7;Motor coaches, buses and trolley buses
1997;Annual;Austria;Percentage;10.9;Motor coaches, buses and trolley buses
1999;Annual;Austria;Percentage;10.7;Motor coaches, buses and trolley buses
2000;Annual;Austria;Percentage;11.0;Motor coaches, buses and trolley buses
2006;Annual;Austria;Percentage;10.4;Motor coaches, buses and trolley buses
2007;Annual;Austria;Percentage;11.1;Motor coaches, buses and trolley buses
1996;Annual;Poland;Percentage;11.3;Trains
1997;Annual;Poland;Percentage;10.8;Trains
1998;Annual;Poland;Percentage;10.5;Trains
2001;Annual;Poland;Percentage;9.5;Trains
2002;Annual;Poland;Percentage;8.6;Trains
2008;Annual;Poland;Percentage;8.2;Trains
2015;Annual;Poland;Percentage;6.8;Trains
1990;Annual;Poland;Percentage;41.3;Passenger cars
1991;Annual;Poland;Percentage;49.8;Passenger cars
1992;Annual;Poland;Percentage;55.3;Passenger cars
1993;Annual;Poland;Percentage;57.9;Passenger cars
2002;Annual;Poland;Percentage;69.7;Passenger cars
2003;Annual;Poland;Percentage;70.8;Passenger cars
2007;Annual;Poland;Percentage;70.7;Passenger cars
2009;Annual;Poland;Percentage;74.7;Passenger cars
2017;Annual;Poland;Percentage;78.5;Passenger cars
1992;Annual;Poland;Percentage;24.4;Motor coaches, buses and trolley buses
1996;Annual;Poland;Percentage;19.4;Motor coaches, buses and trolley buses
1998;Annual;Poland;Percentage;17.4;Motor coaches, buses and trolley buses
2000;Annual;Poland;Percentage;25.4;Motor coaches, buses and trolley buses
2007;Annual;Poland;Percentage;20.8;Motor coaches, buses and trolley buses
2009;Annual;Poland;Percentage;17.9;Motor coaches, buses and trolley buses
1995;Annual;Portugal;Percentage;7.1;Trains
1999;Annual;Portugal;Percentage;5.2;Trains
2004;Annual;Portugal;Percentage;3.8;Trains
2008;Annual;Portugal;Percentage;4.3;Trains
2013;Annual;Portugal;Percentage;4.0;Trains
2014;Annual;Portugal;Percentage;4.1;Trains
1993;Annual;Portugal;Percentage;72.2;Passenger cars
1998;Annual;Portugal;Percentage;80.0;Passenger cars
2013;Annual;Portugal;Percentage;89.4;Passenger cars
1996;Annual;Portugal;Percentage;15.6;Motor coaches, buses and trolley buses
2010;Annual;Portugal;Percentage;6.5;Motor coaches, buses and trolley buses
2016;Annual;Portugal;Percentage;7.4;Motor coaches, buses and trolley buses
1997;Annual;Romania;Percentage;21.5;Trains
2003;Annual;Romania;Percentage;11.5;Trains
2009;Annual;Romania;Percentage;6.5;Trains
2014;Annual;Romania;Percentage;4.6;Trains
1997;Annual;Romania;Percentage;61.3;Passenger cars
1999;Annual;Romania;Percentage;69.8;Passenger cars
2002;Annual;Romania;Percentage;75.8;Passenger cars
2004;Annual;Romania;Percentage;76.2;Passenger cars
2005;Annual;Romania;Percentage;75.5;Passenger cars
2007;Annual;Romania;Percentage;77.5;Passenger cars
2009;Annual;Romania;Percentage;80.0;Passenger cars
2010;Annual;Romania;Percentage;78.0;Passenger cars
2013;Annual;Romania;Percentage;78.9;Passenger cars
2003;Annual;Romania;Percentage;12.8;Motor coaches, buses and trolley buses
2006;Annual;Romania;Percentage;14.0;Motor coaches, buses and trolley buses
2007;Annual;Romania;Percentage;14.0;Motor coaches, buses and trolley buses
1993;Annual;Slovenia;Percentage;3.1;Trains
1995;Annual;Slovenia;Percentage;2.8;Trains
1996;Annual;Slovenia;Percentage;2.7;Trains
1997;Annual;Slovenia;Percentage;2.6;Trains
1998;Annual;Slovenia;Percentage;2.7;Trains
2003;Annual;Slovenia;Percentage;3.0;Trains
2007;Annual;Slovenia;Percentage;2.6;Trains
2012;Annual;Slovenia;Percentage;2.3;Trains
2015;Annual;Slovenia;Percentage;2.1;Trains
2017;Annual;Slovenia;Percentage;1.8;Trains
1993;Annual;Slovenia;Percentage;75.8;Passenger cars
2007;Annual;Slovenia;Percentage;86.0;Passenger cars
2013;Annual;Slovenia;Percentage;86.3;Passenger cars
2014;Annual;Slovenia;Percentage;86.3;Passenger cars
2015;Annual;Slovenia;Percentage;86.1;Passenger cars
1993;Annual;Slovenia;Percentage;21.1;Motor coaches, buses and trolley buses
2003;Annual;Slovenia;Percentage;13.5;Motor coaches, buses and trolley buses
2004;Annual;Slovenia;Percentage;12.4;Motor coaches, buses and trolley buses
2007;Annual;Slovenia;Percentage;11.4;Motor coaches, buses and trolley buses
2010;Annual;Slovenia;Percentage;10.8;Motor coaches, buses and trolley buses
1995;Annual;Slovakia;Percentage;10.4;Trains
1997;Annual;Slovakia;Percentage;8.1;Trains
1999;Annual;Slovakia;Percentage;7.9;Trains
2001;Annual;Slovakia;Percentage;7.5;Trains
2007;Annual;Slovakia;Percentage;6.0;Trains
2008;Annual;Slovakia;Percentage;6.4;Trains
2010;Annual;Slovakia;Percentage;6.7;Trains
2011;Annual;Slovakia;Percentage;7.0;Trains
2012;Annual;Slovakia;Percentage;7.1;Trains
2013;Annual;Slovakia;Percentage;7.1;Trains
2016;Annual;Slovakia;Percentage;9.4;Trains
2017;Annual;Slovakia;Percentage;9.9;Trains
1997;Annual;Slovakia;Percentage;49.5;Passenger cars
1998;Annual;Slovakia;Percentage;52.8;Passenger cars
1999;Annual;Slovakia;Percentage;57.0;Passenger cars
