Country;Date;Frequency;Measurement;Value;Vehicle Category
Denmark;2017;Annual;absolute value;158377.0;Motorcycles
Denmark;2001;Annual;per 1000 inhabitants;15.0;Motorcycles
Denmark;2011;Annual;per 1000 inhabitants;27.0;Motorcycles
Denmark;2013;Annual;per 1000 inhabitants;27.0;Motorcycles
Denmark;2001;Annual;absolute value;1873000.0;Passenger cars
Denmark;2008;Annual;absolute value;2099090.0;Passenger cars
Denmark;2011;Annual;absolute value;2197831.0;Passenger cars
Denmark;2016;Annual;absolute value;2465538.0;Passenger cars
Denmark;2002;Annual;per 1000 inhabitants;351.0;Passenger cars
Denmark;2005;Annual;per 1000 inhabitants;354.0;Passenger cars
Denmark;2007;Annual;per 1000 inhabitants;379.0;Passenger cars
Denmark;2014;Annual;per 1000 inhabitants;413.0;Passenger cars
Denmark;1993;Annual;absolute value;12978.0;Motor coaches, buses and trolley bus
Denmark;1996;Annual;absolute value;13786.0;Motor coaches, buses and trolley bus
Denmark;2000;Annual;absolute value;13968.0;Motor coaches, buses and trolley bus
Denmark;2002;Annual;absolute value;13986.0;Motor coaches, buses and trolley bus
Denmark;2007;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Denmark;2009;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Denmark;1997;Annual;absolute value;0.0;Trams
Denmark;1998;Annual;absolute value;0.0;Trams
Denmark;1999;Annual;absolute value;0.0;Trams
Denmark;2000;Annual;absolute value;0.0;Trams
Denmark;2001;Annual;absolute value;0.0;Trams
Denmark;2003;Annual;absolute value;0.0;Trams
Denmark;2008;Annual;absolute value;0.0;Trams
Denmark;1999;Annual;per 1000 inhabitants;0.0;Trams
Denmark;2001;Annual;per 1000 inhabitants;0.0;Trams
Denmark;2002;Annual;per 1000 inhabitants;0.0;Trams
Denmark;2003;Annual;per 1000 inhabitants;0.0;Trams
Denmark;2004;Annual;per 1000 inhabitants;0.0;Trams
Denmark;2006;Annual;per 1000 inhabitants;0.0;Trams
Denmark;2008;Annual;per 1000 inhabitants;0.0;Trams
Estonia;2014;Annual;absolute value;15278.0;Mopeds
Estonia;2011;Annual;per 1000 inhabitants;2.0;Mopeds
Estonia;2012;Annual;per 1000 inhabitants;9.0;Mopeds
Estonia;2016;Annual;per 1000 inhabitants;13.0;Mopeds
Estonia;2017;Annual;per 1000 inhabitants;14.0;Mopeds
Estonia;1994;Annual;absolute value;2200.0;Motorcycles
Estonia;2006;Annual;absolute value;12600.0;Motorcycles
Estonia;2007;Annual;absolute value;14800.0;Motorcycles
Estonia;2017;Annual;absolute value;32978.0;Motorcycles
Estonia;2007;Annual;per 1000 inhabitants;11.0;Motorcycles
Estonia;1993;Annual;absolute value;317425.0;Passenger cars
Estonia;1997;Annual;absolute value;427678.0;Passenger cars
Estonia;2003;Annual;absolute value;434000.0;Passenger cars
Estonia;2005;Annual;absolute value;493700.0;Passenger cars
Estonia;2006;Annual;absolute value;554000.0;Passenger cars
Estonia;2009;Annual;absolute value;545600.0;Passenger cars
Estonia;2010;Annual;absolute value;552680.0;Passenger cars
Estonia;2013;Annual;absolute value;628565.0;Passenger cars
Estonia;1999;Annual;per 1000 inhabitants;333.0;Passenger cars
Estonia;2002;Annual;per 1000 inhabitants;290.0;Passenger cars
Estonia;2004;Annual;per 1000 inhabitants;345.0;Passenger cars
Estonia;2005;Annual;per 1000 inhabitants;363.0;Passenger cars
Estonia;2007;Annual;per 1000 inhabitants;390.0;Passenger cars
Estonia;2008;Annual;per 1000 inhabitants;412.0;Passenger cars
Estonia;2009;Annual;per 1000 inhabitants;408.0;Passenger cars
Estonia;2014;Annual;per 1000 inhabitants;496.0;Passenger cars
Estonia;2016;Annual;per 1000 inhabitants;534.0;Passenger cars
Estonia;1995;Annual;absolute value;7152.0;Motor coaches, buses and trolley bus
Estonia;1998;Annual;absolute value;6448.0;Motor coaches, buses and trolley bus
Estonia;2000;Annual;absolute value;6059.0;Motor coaches, buses and trolley bus
Estonia;2001;Annual;absolute value;5542.0;Motor coaches, buses and trolley bus
Estonia;2002;Annual;absolute value;5306.0;Motor coaches, buses and trolley bus
Estonia;2004;Annual;absolute value;5413.0;Motor coaches, buses and trolley bus
Estonia;2010;Annual;absolute value;4281.0;Motor coaches, buses and trolley bus
Estonia;2017;Annual;absolute value;5022.0;Motor coaches, buses and trolley bus
Estonia;1999;Annual;per 1000 inhabitants;5.0;Motor coaches, buses and trolley bus
Estonia;2014;Annual;per 1000 inhabitants;4.0;Motor coaches, buses and trolley bus
Estonia;2017;Annual;per 1000 inhabitants;4.0;Motor coaches, buses and trolley bus
Estonia;1993;Annual;absolute value;132.0;Trams
Estonia;2005;Annual;absolute value;89.0;Trams
Estonia;2006;Annual;absolute value;95.0;Trams
Estonia;2011;Annual;absolute value;77.0;Trams
Estonia;2016;Annual;absolute value;72.0;Trams
Estonia;1996;Annual;per 1000 inhabitants;0.0;Trams
Estonia;1997;Annual;per 1000 inhabitants;0.0;Trams
Estonia;1998;Annual;per 1000 inhabitants;0.0;Trams
Estonia;2007;Annual;per 1000 inhabitants;0.0;Trams
Estonia;2015;Annual;per 1000 inhabitants;0.0;Trams
Finland;1998;Annual;absolute value;101000.0;Mopeds
Finland;1999;Annual;absolute value;103000.0;Mopeds
Finland;2005;Annual;absolute value;145000.0;Mopeds
Finland;1999;Annual;per 1000 inhabitants;20.0;Mopeds
Finland;2000;Annual;per 1000 inhabitants;20.0;Mopeds
Finland;2012;Annual;per 1000 inhabitants;54.0;Mopeds
Finland;2014;Annual;per 1000 inhabitants;57.0;Mopeds
Finland;2015;Annual;per 1000 inhabitants;58.0;Mopeds
Finland;2016;Annual;per 1000 inhabitants;59.0;Mopeds
Finland;1993;Annual;absolute value;64000.0;Motorcycles
Finland;1994;Annual;absolute value;64000.0;Motorcycles
Finland;1995;Annual;absolute value;65000.0;Motorcycles
Finland;1996;Annual;absolute value;66000.0;Motorcycles
Finland;1997;Annual;absolute value;69000.0;Motorcycles
Finland;1998;Annual;absolute value;73000.0;Motorcycles
Finland;2003;Annual;absolute value;129670.0;Motorcycles
Finland;2006;Annual;absolute value;172000.0;Motorcycles
Finland;2012;Annual;absolute value;245000.0;Motorcycles
Finland;2017;Annual;absolute value;267898.0;Motorcycles
Finland;1994;Annual;per 1000 inhabitants;13.0;Motorcycles
Finland;1995;Annual;per 1000 inhabitants;13.0;Motorcycles
Finland;1997;Annual;per 1000 inhabitants;13.0;Motorcycles
Finland;2006;Annual;per 1000 inhabitants;33.0;Motorcycles
Finland;2008;Annual;per 1000 inhabitants;38.0;Motorcycles
Finland;2012;Annual;per 1000 inhabitants;45.0;Motorcycles
Finland;2017;Annual;per 1000 inhabitants;49.0;Motorcycles
Finland;1995;Annual;absolute value;1901000.0;Passenger cars
Finland;2000;Annual;absolute value;2135000.0;Passenger cars
Finland;2005;Annual;absolute value;2430000.0;Passenger cars
Finland;2016;Annual;absolute value;3322672.0;Passenger cars
Finland;1994;Annual;per 1000 inhabitants;368.0;Passenger cars
Finland;1996;Annual;per 1000 inhabitants;379.0;Passenger cars
Finland;2000;Annual;per 1000 inhabitants;412.0;Passenger cars
Finland;2003;Annual;per 1000 inhabitants;436.0;Passenger cars
Finland;2004;Annual;per 1000 inhabitants;449.0;Passenger cars
Finland;2007;Annual;per 1000 inhabitants;486.0;Passenger cars
Finland;2010;Annual;per 1000 inhabitants;536.0;Passenger cars
Finland;2011;Annual;per 1000 inhabitants;553.0;Passenger cars
Finland;2014;Annual;per 1000 inhabitants;581.0;Passenger cars
Finland;2007;Annual;absolute value;11543.0;Motor coaches, buses and trolley bus
Finland;2011;Annual;absolute value;14185.0;Motor coaches, buses and trolley bus
Finland;2012;Annual;absolute value;14930.0;Motor coaches, buses and trolley bus
Finland;2015;Annual;absolute value;16812.0;Motor coaches, buses and trolley bus
Finland;1993;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Finland;2002;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Finland;2007;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Finland;2008;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Finland;2006;Annual;absolute value;131.0;Trams
Finland;2007;Annual;absolute value;131.0;Trams
Finland;2010;Annual;absolute value;132.0;Trams
Finland;1995;Annual;per 1000 inhabitants;0.0;Trams
France;1993;Annual;absolute value;1721000.0;Mopeds
France;1995;Annual;absolute value;1562000.0;Mopeds
France;1996;Annual;absolute value;1540000.0;Mopeds
France;1999;Annual;absolute value;1461000.0;Mopeds
France;2002;Annual;absolute value;1387000.0;Mopeds
France;2006;Annual;absolute value;1262000.0;Mopeds
France;1996;Annual;per 1000 inhabitants;26.0;Mopeds
France;1996;Annual;absolute value;738000.0;Motorcycles
France;1998;Annual;absolute value;839000.0;Motorcycles
France;2000;Annual;absolute value;968000.0;Motorcycles
France;2005;Annual;absolute value;1177000.0;Motorcycles
France;1993;Annual;per 1000 inhabitants;13.0;Motorcycles
France;1999;Annual;per 1000 inhabitants;15.0;Motorcycles
France;2006;Annual;per 1000 inhabitants;20.0;Motorcycles
France;1995;Annual;absolute value;25100000.0;Passenger cars
France;2000;Annual;per 1000 inhabitants;461.0;Passenger cars
France;2007;Annual;per 1000 inhabitants;480.0;Passenger cars
France;2011;Annual;per 1000 inhabitants;486.0;Passenger cars
France;1993;Annual;absolute value;77700.0;Motor coaches, buses and trolley bus
France;2001;Annual;absolute value;86954.0;Motor coaches, buses and trolley bus
France;2006;Annual;absolute value;92152.0;Motor coaches, buses and trolley bus
France;2009;Annual;absolute value;90452.0;Motor coaches, buses and trolley bus
France;2015;Annual;absolute value;98746.0;Motor coaches, buses and trolley bus
France;1998;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
France;2000;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
France;2003;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
France;2008;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
France;2016;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
France;2005;Annual;absolute value;532.0;Trams
Georgia;2012;Annual;absolute value;3868.0;Motorcycles
Georgia;2005;Annual;per 1000 inhabitants;0.0;Motorcycles
Georgia;2012;Annual;per 1000 inhabitants;1.0;Motorcycles
Georgia;1999;Annual;absolute value;247900.0;Passenger cars
Georgia;2006;Annual;absolute value;382356.0;Passenger cars
Georgia;2008;Annual;absolute value;500900.0;Passenger cars
Georgia;1996;Annual;per 1000 inhabitants;72.0;Passenger cars
Georgia;1998;Annual;per 1000 inhabitants;61.0;Passenger cars
Georgia;2004;Annual;per 1000 inhabitants;78.0;Passenger cars
Georgia;2008;Annual;per 1000 inhabitants;131.0;Passenger cars
Georgia;1995;Annual;absolute value;13700.0;Motor coaches, buses and trolley bus
Georgia;1998;Annual;absolute value;14800.0;Motor coaches, buses and trolley bus
Georgia;1999;Annual;absolute value;18900.0;Motor coaches, buses and trolley bus
Georgia;2008;Annual;absolute value;42900.0;Motor coaches, buses and trolley bus
Georgia;2014;Annual;absolute value;52700.0;Motor coaches, buses and trolley bus
Georgia;1995;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Georgia;2001;Annual;per 1000 inhabitants;6.0;Motor coaches, buses and trolley bus
Georgia;2002;Annual;per 1000 inhabitants;6.0;Motor coaches, buses and trolley bus
Georgia;2013;Annual;per 1000 inhabitants;14.0;Motor coaches, buses and trolley bus
Germany;1996;Annual;absolute value;1667000.0;Mopeds
Germany;2005;Annual;absolute value;1785620.0;Mopeds
Germany;1998;Annual;per 1000 inhabitants;21.0;Mopeds
Germany;1998;Annual;absolute value;2926000.0;Motorcycles
Germany;2001;Annual;absolute value;3557000.0;Motorcycles
Germany;2011;Annual;absolute value;3908000.0;Motorcycles
Germany;2015;Annual;absolute value;4228000.0;Motorcycles
Germany;1993;Annual;per 1000 inhabitants;23.0;Motorcycles
Germany;1994;Annual;per 1000 inhabitants;26.0;Motorcycles
Germany;2002;Annual;per 1000 inhabitants;45.0;Motorcycles
Germany;2006;Annual;per 1000 inhabitants;49.0;Motorcycles
Germany;2009;Annual;per 1000 inhabitants;47.0;Motorcycles
Germany;2013;Annual;per 1000 inhabitants;50.0;Motorcycles
Germany;1996;Annual;absolute value;40988000.0;Passenger cars
Germany;1999;Annual;absolute value;42324000.0;Passenger cars
Germany;2001;Annual;absolute value;44383000.0;Passenger cars
Germany;2007;Annual;absolute value;41184000.0;Passenger cars
Germany;2008;Annual;absolute value;41321000.0;Passenger cars
Germany;2011;Annual;absolute value;42928000.0;Passenger cars
Germany;2013;Annual;absolute value;43851000.0;Passenger cars
Germany;2016;Annual;absolute value;45803560.0;Passenger cars
Germany;2017;Annual;absolute value;46474594.0;Passenger cars
Germany;1993;Annual;per 1000 inhabitants;479.0;Passenger cars
Germany;1994;Annual;per 1000 inhabitants;490.0;Passenger cars
Germany;1996;Annual;per 1000 inhabitants;503.0;Passenger cars
Germany;1997;Annual;per 1000 inhabitants;508.0;Passenger cars
Germany;1998;Annual;per 1000 inhabitants;512.0;Passenger cars
Germany;2001;Annual;per 1000 inhabitants;544.0;Passenger cars
Germany;2003;Annual;per 1000 inhabitants;552.0;Passenger cars
Germany;2007;Annual;per 1000 inhabitants;508.0;Passenger cars
Germany;2012;Annual;per 1000 inhabitants;540.0;Passenger cars
Germany;2003;Annual;absolute value;86480.0;Motor coaches, buses and trolley bus
Germany;2012;Annual;absolute value;76023.0;Motor coaches, buses and trolley bus
Germany;2016;Annual;absolute value;78949.0;Motor coaches, buses and trolley bus
Germany;1999;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Germany;2003;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Germany;2012;Annual;per 1000 inhabitants;1.0;Motor coaches, buses and trolley bus
Germany;1993;Annual;per 1000 inhabitants;0.0;Trams
Germany;1994;Annual;per 1000 inhabitants;0.0;Trams
Germany;1996;Annual;per 1000 inhabitants;0.0;Trams
Germany;2001;Annual;per 1000 inhabitants;0.0;Trams
Greece;1993;Annual;absolute value;119800.0;Mopeds
Greece;2016;Annual;absolute value;1316351.0;Mopeds
Greece;1996;Annual;absolute value;518000.0;Motorcycles
Greece;1997;Annual;absolute value;571000.0;Motorcycles
Greece;2000;Annual;absolute value;781000.0;Motorcycles
Greece;2002;Annual;absolute value;911000.0;Motorcycles
Greece;2004;Annual;absolute value;1042605.0;Motorcycles
Greece;2007;Annual;absolute value;1298688.0;Motorcycles
Greece;2015;Annual;absolute value;1619621.0;Motorcycles
Greece;2017;Annual;absolute value;1656657.0;Motorcycles
Greece;1997;Annual;per 1000 inhabitants;54.0;Motorcycles
Greece;2001;Annual;per 1000 inhabitants;79.0;Motorcycles
Greece;2004;Annual;per 1000 inhabitants;95.0;Motorcycles
Greece;2010;Annual;per 1000 inhabitants;135.0;Motorcycles
Greece;2012;Annual;per 1000 inhabitants;141.0;Motorcycles
Greece;1994;Annual;absolute value;2074000.0;Passenger cars
Greece;1997;Annual;absolute value;2500000.0;Passenger cars
Greece;2000;Annual;absolute value;3195000.0;Passenger cars
Greece;2001;Annual;absolute value;3424000.0;Passenger cars
Greece;2004;Annual;absolute value;4073511.0;Passenger cars
Greece;2013;Annual;absolute value;5124208.0;Passenger cars
Greece;2015;Annual;absolute value;5107620.0;Passenger cars
Greece;1997;Annual;per 1000 inhabitants;234.0;Passenger cars
Greece;2001;Annual;per 1000 inhabitants;315.0;Passenger cars
Greece;2007;Annual;per 1000 inhabitants;434.0;Passenger cars
Greece;2010;Annual;per 1000 inhabitants;469.0;Passenger cars
Greece;1999;Annual;absolute value;27147.0;Motor coaches, buses and trolley bus
Greece;2011;Annual;absolute value;27487.0;Motor coaches, buses and trolley bus
Greece;2017;Annual;absolute value;26835.0;Motor coaches, buses and trolley bus
Greece;1995;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Greece;1997;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Greece;1998;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Greece;2000;Annual;per 1000 inhabitants;3.0;Motor coaches, buses and trolley bus
Greece;2016;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Hungary;2000;Annual;absolute value;91000.0;Motorcycles
Hungary;2006;Annual;absolute value;204000.0;Motorcycles
Hungary;2007;Annual;absolute value;204000.0;Motorcycles
Hungary;2009;Annual;absolute value;141960.0;Motorcycles
Hungary;2013;Annual;absolute value;157178.0;Motorcycles
Hungary;1996;Annual;per 1000 inhabitants;15.0;Motorcycles
Hungary;1997;Annual;per 1000 inhabitants;13.0;Motorcycles
Hungary;2006;Annual;per 1000 inhabitants;20.0;Motorcycles
Hungary;2007;Annual;per 1000 inhabitants;20.0;Motorcycles
Hungary;2011;Annual;per 1000 inhabitants;15.0;Motorcycles
Hungary;2017;Annual;per 1000 inhabitants;17.0;Motorcycles
Hungary;1993;Annual;absolute value;2093529.0;Passenger cars
Hungary;1998;Annual;absolute value;2218124.0;Passenger cars
Hungary;2005;Annual;absolute value;2889000.0;Passenger cars
Hungary;2011;Annual;absolute value;2967810.0;Passenger cars
Hungary;2002;Annual;per 1000 inhabitants;259.0;Passenger cars
Hungary;2004;Annual;per 1000 inhabitants;280.0;Passenger cars
Hungary;2001;Annual;absolute value;18058.0;Motor coaches, buses and trolley bus
Hungary;2008;Annual;absolute value;17995.0;Motor coaches, buses and trolley bus
Hungary;2009;Annual;absolute value;17720.0;Motor coaches, buses and trolley bus
Hungary;1998;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Hungary;1999;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Hungary;2004;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Hungary;2006;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Hungary;2007;Annual;per 1000 inhabitants;2.0;Motor coaches, buses and trolley bus
Hungary;1995;Annual;absolute value;950.0;Trams
Hungary;1999;Annual;absolute value;898.0;Trams
Hungary;2008;Annual;absolute value;713.0;Trams
Hungary;2009;Annual;absolute value;708.0;Trams
Hungary;2012;Annual;absolute value;740.0;Trams
Hungary;1995;Annual;per 1000 inhabitants;0.0;Trams
Hungary;2003;Annual;per 1000 inhabitants;0.0;Trams
Hungary;2010;Annual;per 1000 inhabitants;0.0;Trams
Hungary;2016;Annual;per 1000 inhabitants;0.0;Trams
Iceland;1995;Annual;absolute value;509.0;Mopeds
Iceland;1996;Annual;absolute value;545.0;Mopeds
Iceland;1994;Annual;absolute value;2000.0;Motorcycles
Iceland;2000;Annual;absolute value;3000.0;Motorcycles
Iceland;2005;Annual;absolute value;4183.0;Motorcycles
Iceland;2006;Annual;absolute value;5699.0;Motorcycles
Iceland;2009;Annual;absolute value;9420.0;Motorcycles
Iceland;1995;Annual;per 1000 inhabitants;7.0;Motorcycles
Iceland;1999;Annual;per 1000 inhabitants;7.0;Motorcycles
Iceland;2009;Annual;per 1000 inhabitants;30.0;Motorcycles
Iceland;1996;Annual;absolute value;125000.0;Passenger cars
